Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type,Room_Rate,Additional_Room_Cost,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID,Competitor_Room_Rate,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
966,Mark Gonzalez,Male,49,Kenya,966,8/23/2014,14,Suite,1371.72817,712.9101441,Yes,Direct,4,Leisure,3,1,4274.802209,6.482,Loyalty Offer,Oxford Road,5,Competitive,Agent,Sports Event,Yes
967,Elizabeth Blair,Male,19,Egypt,967,8/24/2014,7,Suite,1066.247787,526.1596358,No,Online Travel Agency,2,Leisure,1,1,2666.382842,8.325,Event Special,Bahamas Luxury,2,Budget,Third-party,Sports Event,No
968,Seth Hartman,Female,44,Ghana,968,8/25/2014,7,Deluxe,1472.798751,405.2061985,No,Phone,4,Leisure,2,2,2931.558163,8.896,Event Special,Oxford Road,3,Premium,Direct,Festival,Yes
969,Joseph Ryan,Male,42,Nigeria,969,8/26/2014,14,Deluxe,1274.192057,857.0010543,No,Direct,3,Leisure,2,3,3905.245844,7.044,None,Bahamas Luxury,2,Competitive,Online,Festival,No
970,Bradley Holloway,Female,56,Uganda,970,8/27/2014,14,Single,1177.758272,373.0960706,No,Event,1,Other,1,1,4202.624,8.75,Loyalty Offer,Luxury Stay,4,Budget,Agent,Festival,No
971,Megan Mitchell,Male,59,Ghana,971,8/28/2014,3,Double,500,1232.36956,No,Direct,2,Event,1,1,4098.143093,8.682,Loyalty Offer,Luxury Stay,1,Budget,Third-party,Conference,No
972,Tyrone Shelton,Female,49,Nigeria,972,8/29/2014,7,Suite,648.9304943,907.4454615,No,Event,1,Event,1,2,2888.533053,5.239,None,Bahamas Luxury,1,Budget,Third-party,Conference,No
973,Sarah Williams,Male,29,Zimbabwe,973,8/30/2014,4,Deluxe,541.4088387,483.047853,No,Event,2,Event,2,1,3118.558305,8.108,Event Special,Bahamas Luxury,5,Premium,Direct,Conference,No
974,Amber Olsen,Male,66,Egypt,974,8/31/2014,4,Suite,500,1043.783537,No,Walk-In,2,Event,1,4,804.8268829,8.996,Event Special,Bahamas Luxury,4,Competitive,Online,Sports Event,No
975,Leah Wilkins,Male,53,Zimbabwe,975,9/1/2014,7,Deluxe,1029.087522,796.9283159,No,Walk-In,2,Leisure,2,1,2916.007704,7.818,Seasonal Discount,Blue Roof Hotel,5,Competitive,Direct,Concert,No
976,Joshua Thomas,Male,29,Nigeria,976,9/2/2014,4,Single,1841.792127,668.9767086,No,Phone,2,Business,2,1,1485.641094,7.499,Loyalty Offer,Oxford Road,4,Budget,Direct,Sports Event,No
977,Mary Henry,Male,67,Morocco,977,9/3/2014,3,Suite,1359.357954,958.978106,Yes,Direct,4,Business,1,3,2951.121847,7.483,None,Luxury Stay,4,Premium,Online,Festival,No
978,Dr. Peter Thompson DDS,Female,65,Kenya,978,9/4/2014,10,Single,1539.990361,642.7212382,No,Online Travel Agency,1,Business,2,2,4459.36422,5.19,Loyalty Offer,Bahamas Luxury,2,Competitive,Third-party,None,Yes
979,Jacqueline Castillo,Male,67,Kenya,979,9/5/2014,7,Double,1151.848013,1340.055197,No,Walk-In,5,Event,2,4,2079.550054,9.165,None,Blue Roof Hotel,3,Competitive,Agent,Festival,No
980,Matthew Obrien,Female,67,Morocco,980,9/6/2014,4,Suite,1287.200801,501.5206554,No,Online Travel Agency,4,Business,2,3,3492.419639,6.093,None,Bahamas Luxury,1,Premium,Direct,Concert,Yes
981,Christine Kelly,Male,68,Zimbabwe,981,9/7/2014,3,Double,1134.352634,570.7915816,Yes,Event,5,Business,1,1,2580.912272,5.641,None,Luxury Stay,5,Competitive,Direct,Conference,No
982,Diane Erickson,Male,65,Algeria,982,9/8/2014,2,Deluxe,1253.515052,686.9622952,No,Phone,5,Business,1,3,3336.545176,7.969,Loyalty Offer,Luxury Stay,5,Budget,Third-party,Concert,No
983,Patricia Clay,Male,68,Ghana,983,9/9/2014,14,Suite,1371.722992,492.3714255,No,Phone,4,Business,2,4,3901.708686,8.823,Seasonal Discount,Oxford Road,3,Budget,Third-party,None,No
984,Chloe Gilbert,Male,63,Morocco,984,9/10/2014,14,Deluxe,1348.677926,1132.655868,No,Walk-In,4,Leisure,1,1,3447.903366,6.34,Seasonal Discount,Bahamas Luxury,1,Premium,Direct,Concert,No
985,Gary Porter,Male,47,Zimbabwe,985,9/11/2014,1,Deluxe,1855.419772,531.9624972,Yes,Phone,5,Other,2,1,1843.38955,5.505,Seasonal Discount,Blue Roof Hotel,1,Premium,Online,Sports Event,No
986,Sarah Mcfarland,Male,54,Egypt,986,9/12/2014,10,Suite,893.9286158,752.3685128,No,Direct,3,Business,1,2,3959.346201,5.758,Event Special,Bahamas Luxury,5,Premium,Online,Conference,No
987,Adam Rodriguez,Male,68,Algeria,987,9/13/2014,14,Single,1000.080447,914.6894048,Yes,Event,3,Business,2,1,4420.983108,6.091,Event Special,Bahamas Luxury,4,Premium,Direct,Festival,No
988,Zachary Strong,Male,28,Algeria,988,9/14/2014,4,Suite,1252.187983,902.7870799,No,Direct,5,Other,1,3,4171.150378,5.566,Loyalty Offer,Luxury Stay,4,Competitive,Online,Festival,Yes
989,Jared Johnson,Male,60,Nigeria,989,9/15/2014,3,Single,842.8155902,1118.952653,Yes,Phone,2,Leisure,1,3,3008.133616,7.737,None,Oxford Road,1,Competitive,Online,Conference,No
990,Tammy Carter,Male,44,Tanzania,990,9/16/2014,10,Deluxe,1039.336322,453.3255996,No,Online Travel Agency,5,Business,1,3,4068.715314,7.241,Seasonal Discount,Bahamas Luxury,1,Competitive,Direct,Concert,No
991,Ashlee Rivers,Male,29,Nigeria,991,9/17/2014,2,Single,2128.463759,717.5088066,No,Direct,5,Event,3,3,1383.697212,9.933,Seasonal Discount,Blue Roof Hotel,1,Competitive,Online,Sports Event,No
992,Kevin Atkins,Male,59,Kenya,992,9/18/2014,5,Deluxe,1530.876241,522.5702115,No,Walk-In,5,Event,1,3,1526.933833,9.88,Event Special,Oxford Road,4,Budget,Online,None,No
993,Kenneth Reynolds,Male,25,South Africa,993,9/19/2014,1,Deluxe,1269.76446,585.1589089,No,Walk-In,5,Leisure,2,2,1751.85274,8.024,Seasonal Discount,Luxury Stay,3,Competitive,Direct,None,No
994,Robert Morton,Female,70,Egypt,994,9/20/2014,7,Deluxe,1595.608383,564.8361282,Yes,Walk-In,5,Leisure,2,1,3655.234382,6.5,Seasonal Discount,Blue Roof Hotel,3,Budget,Online,Sports Event,No
995,Nicole Shaw,Male,50,Ghana,995,9/21/2014,14,Double,1076.507747,1424.757168,No,Walk-In,3,Business,1,1,1691.693457,6.84,Loyalty Offer,Oxford Road,4,Budget,Direct,Sports Event,No
996,Terri Bowman,Female,45,Nigeria,996,9/22/2014,14,Double,1528.612172,1032.365606,Yes,Phone,1,Business,2,2,3465.230613,7.555,Seasonal Discount,Blue Roof Hotel,1,Competitive,Online,None,No
997,Thomas Shields,Male,25,Egypt,997,9/23/2014,10,Suite,1249.574789,446.9522897,No,Event,1,Other,2,2,3896.525228,6.848,Loyalty Offer,Bahamas Luxury,2,Competitive,Direct,None,No
998,Justin Murphy,Male,38,Zimbabwe,998,9/24/2014,5,Suite,630.7525506,571.7411376,No,Online Travel Agency,1,Event,2,3,1546.783861,9.778,Event Special,Blue Roof Hotel,1,Competitive,Agent,Sports Event,No
999,Michael Manning,Female,35,South Africa,999,9/25/2014,14,Suite,1552.602414,644.6436185,No,Event,5,Other,2,1,2832.32922,6.081,Event Special,Luxury Stay,4,Competitive,Third-party,Concert,No
1000,Pamela Harris,Male,28,Ghana,1000,9/26/2014,1,Deluxe,1226.835491,939.9670406,No,Online Travel Agency,5,Leisure,1,1,3900.486482,8.798,None,Blue Roof Hotel,4,Competitive,Third-party,Sports Event,No
1001,Gary Clark,Male,46,Morocco,1001,9/27/2014,4,Double,1444.687715,719.9037999,No,Event,1,Event,1,1,1079.032721,7.552,None,Oxford Road,2,Budget,Direct,Sports Event,No
1002,Nancy King,Male,24,Nigeria,1002,9/28/2014,7,Suite,1260.239345,1154.69058,No,Walk-In,4,Event,1,4,2996.55135,8.192,Seasonal Discount,Blue Roof Hotel,3,Budget,Direct,None,No
1003,Sarah Hoffman,Male,46,Egypt,1003,9/29/2014,10,Suite,907.7075627,1049.990079,No,Walk-In,2,Business,2,1,1518.614157,6.524,Event Special,Oxford Road,2,Budget,Online,Sports Event,No
1004,David Martin,Female,34,Ghana,1004,9/30/2014,3,Double,1735.923944,1313.438875,No,Event,3,Business,2,4,4085.888155,9.871,Loyalty Offer,Bahamas Luxury,1,Budget,Third-party,Festival,Yes
1005,Troy Cunningham,Female,22,Nigeria,1005,10/1/2014,1,Single,649.3437074,402.4858408,No,Walk-In,2,Business,1,4,4050.070996,8.741,Event Special,Oxford Road,1,Budget,Agent,Festival,No
1006,Steven Carson,Male,23,Uganda,1006,10/2/2014,14,Deluxe,1769.756007,1120.663169,No,Event,2,Other,2,4,3041.129487,6.794,Loyalty Offer,Oxford Road,1,Competitive,Third-party,Sports Event,No
1007,Renee Fuentes,Female,42,Morocco,1007,10/3/2014,10,Double,1357.453107,555.6584675,No,Event,5,Other,4,1,2141.015499,7.662,Seasonal Discount,Luxury Stay,5,Competitive,Agent,Concert,Yes
1008,Jessica Rogers,Male,62,Nigeria,1008,10/4/2014,4,Single,2376.704015,802.876854,No,Walk-In,1,Business,3,1,3680.975415,5.57,Loyalty Offer,Blue Roof Hotel,2,Budget,Online,Concert,No
1009,Kristina Chaney,Male,66,South Africa,1009,10/5/2014,14,Suite,1078.462711,642.9514845,No,Direct,5,Leisure,1,3,1836.068753,8.694,Event Special,Luxury Stay,1,Premium,Direct,Festival,No
1010,Christopher Maxwell,Male,50,Zimbabwe,1010,10/6/2014,2,Deluxe,675.8824219,380.1836699,No,Event,5,Business,4,4,3823.906474,9.481,Loyalty Offer,Blue Roof Hotel,4,Competitive,Agent,Concert,No
1011,Mark Sawyer,Male,64,Morocco,1011,10/7/2014,4,Suite,1609.554582,722.6288686,No,Event,1,Other,3,2,1541.499721,8.345,Event Special,Luxury Stay,3,Competitive,Third-party,Conference,Yes
1012,Desiree Rodriguez,Male,30,Nigeria,1012,10/8/2014,7,Single,711.8603428,722.0013078,No,Walk-In,5,Leisure,5,2,1273.316675,8.69,Loyalty Offer,Bahamas Luxury,1,Competitive,Direct,None,No
1013,Matthew Marquez,Male,19,Kenya,1013,10/9/2014,14,Suite,1519.4097,862.0854394,No,Phone,5,Leisure,2,2,3345.935102,5.604,Seasonal Discount,Bahamas Luxury,4,Budget,Direct,Conference,No
1014,Scott Cox,Male,65,Egypt,1014,10/10/2014,5,Deluxe,1497.911038,412.2946641,No,Direct,5,Other,1,1,3451.098134,8.355,Loyalty Offer,Bahamas Luxury,5,Competitive,Direct,Concert,No
1015,Christopher Miller,Male,30,Nigeria,1015,10/11/2014,7,Suite,705.3478859,1446.968005,No,Event,2,Leisure,1,2,1898.905324,6.482,Loyalty Offer,Bahamas Luxury,5,Competitive,Agent,Conference,No
1016,Alexis Ford,Male,43,Egypt,1016,10/12/2014,1,Suite,1030.663507,547.8079579,No,Walk-In,1,Other,2,3,1677.009585,8.928,Seasonal Discount,Blue Roof Hotel,4,Premium,Agent,Conference,No
1017,Elizabeth Ramirez,Male,18,Egypt,1017,10/13/2014,14,Deluxe,1324.305234,815.7532698,No,Event,1,Other,2,2,4231.412795,7.562,None,Luxury Stay,4,Premium,Online,Conference,No
1018,Julia Garcia,Female,23,South Africa,1018,10/14/2014,3,Double,500,870.8268577,Yes,Online Travel Agency,3,Other,1,3,1001.472715,8.595,Loyalty Offer,Blue Roof Hotel,5,Premium,Direct,Sports Event,No
1019,Angela Lee,Male,30,Morocco,1019,10/15/2014,5,Suite,1703.634693,577.8850701,No,Walk-In,4,Event,1,3,2989.123003,6.385,Seasonal Discount,Oxford Road,1,Budget,Agent,Festival,No
1020,Michelle Caldwell,Male,48,Tanzania,1020,10/16/2014,2,Deluxe,1396.933592,539.8788079,No,Event,2,Leisure,1,1,3771.100077,9.521,Loyalty Offer,Blue Roof Hotel,5,Budget,Direct,Conference,No
1021,Richard Salas,Female,58,South Africa,1021,10/17/2014,4,Suite,874.3051664,980.3159466,Yes,Walk-In,5,Business,2,3,4341.994729,6.35,None,Blue Roof Hotel,1,Competitive,Third-party,Concert,No
1022,Christina Wilcox,Male,35,Morocco,1022,10/18/2014,1,Suite,1419.780078,602.9207557,No,Online Travel Agency,5,Leisure,2,3,3546.563662,6.003,None,Luxury Stay,4,Competitive,Online,Conference,No
1023,Cynthia Cantrell,Male,46,Ghana,1023,10/19/2014,10,Double,994.2218883,495.4296234,No,Online Travel Agency,3,Leisure,1,3,3795.506767,6.283,None,Bahamas Luxury,3,Premium,Online,Concert,No
1024,Margaret Wilson,Male,70,Zimbabwe,1024,10/20/2014,2,Double,1330.447912,797.477535,No,Phone,3,Other,1,1,4229.486158,9.433,None,Oxford Road,5,Premium,Online,Conference,No
1025,Joann Stephens,Female,46,Tanzania,1025,10/21/2014,3,Single,1296.981365,718.7744569,No,Phone,5,Business,2,2,2443.43845,6.905,Seasonal Discount,Bahamas Luxury,2,Budget,Agent,Sports Event,No
1026,Eric Kim,Female,29,Algeria,1026,10/22/2014,14,Single,1413.492049,1091.031932,No,Walk-In,1,Other,1,4,1046.816818,5.17,Loyalty Offer,Blue Roof Hotel,4,Premium,Third-party,Sports Event,No
1027,Vincent Powell,Male,47,Egypt,1027,10/23/2014,5,Suite,1670.27726,894.4810884,No,Phone,1,Other,1,1,1711.923085,6.05,Seasonal Discount,Bahamas Luxury,5,Budget,Direct,None,No
1028,Sally Thompson,Male,19,Nigeria,1028,10/24/2014,1,Deluxe,1595.976857,821.8198768,No,Phone,4,Business,2,3,4483.185001,8.499,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Festival,No
1029,Ashley Horton,Female,58,Zimbabwe,1029,10/25/2014,2,Single,2190.898748,877.1001662,Yes,Event,1,Leisure,1,2,1494.826921,5.257,None,Bahamas Luxury,1,Competitive,Online,Sports Event,No
1030,Thomas Knox,Female,18,Nigeria,1030,10/26/2014,3,Suite,1081.030652,1597.657333,Yes,Walk-In,1,Event,2,4,1701.087501,5.518,Loyalty Offer,Oxford Road,5,Competitive,Direct,Concert,No
1031,Angela Morris,Male,62,Egypt,1031,10/27/2014,4,Deluxe,1897.774365,1377.045267,Yes,Direct,2,Event,1,1,2293.262005,6.373,Seasonal Discount,Blue Roof Hotel,4,Budget,Online,Concert,Yes
1032,Timothy Lawrence,Male,68,Nigeria,1032,10/28/2014,3,Single,500,660.4123956,No,Online Travel Agency,2,Other,1,1,4032.299812,8.082,Loyalty Offer,Luxury Stay,4,Premium,Agent,Concert,No
1033,Christopher Ramsey,Male,45,Zimbabwe,1033,10/29/2014,5,Deluxe,955.2090952,445.5813704,No,Walk-In,3,Other,5,4,3738.630566,5.002,Seasonal Discount,Luxury Stay,4,Premium,Direct,Festival,Yes
1034,Ryan Robbins,Male,33,Zimbabwe,1034,10/30/2014,2,Single,1436.275257,1109.601956,No,Event,1,Leisure,1,1,2988.738924,9.161,Event Special,Oxford Road,4,Budget,Direct,Concert,No
1035,James Taylor,Male,61,Ghana,1035,10/31/2014,3,Deluxe,1049.966073,873.5410483,No,Walk-In,3,Leisure,2,4,2653.243653,5.606,None,Bahamas Luxury,4,Budget,Third-party,Conference,No
1036,Cameron Johnson,Male,70,Kenya,1036,11/1/2014,1,Suite,1490.720549,440.0494544,No,Event,5,Event,5,1,3345.660918,6.136,Seasonal Discount,Blue Roof Hotel,5,Competitive,Direct,None,No
1037,Eric Wright,Male,34,South Africa,1037,11/2/2014,5,Single,1351.444998,1038.334992,No,Phone,3,Business,5,1,1431.982981,9.405,None,Oxford Road,3,Competitive,Online,Sports Event,No
1038,Andre Smith,Male,44,South Africa,1038,11/3/2014,1,Suite,803.3098357,1097.446695,No,Event,1,Business,2,4,2971.99592,9.849,Event Special,Bahamas Luxury,3,Competitive,Third-party,None,No
1039,Paul Morton,Male,31,Nigeria,1039,11/4/2014,3,Deluxe,500,1399.540999,No,Walk-In,1,Other,2,2,2651.873948,6.561,None,Blue Roof Hotel,5,Budget,Third-party,Concert,No
1040,Marc Warren,Male,43,Morocco,1040,11/5/2014,3,Suite,1286.681246,687.5675888,Yes,Walk-In,2,Leisure,5,2,2935.833512,7.885,None,Bahamas Luxury,1,Budget,Agent,Festival,No
1041,Emily Hanson,Male,59,Nigeria,1041,11/6/2014,5,Deluxe,1772.059659,569.5178007,No,Direct,4,Event,5,4,3781.007925,8.858,Seasonal Discount,Blue Roof Hotel,2,Premium,Agent,Concert,No
1042,Mark Jackson,Male,41,Kenya,1042,11/7/2014,5,Single,1542.060454,1387.123976,No,Phone,4,Leisure,2,4,3207.481002,8.677,None,Oxford Road,5,Budget,Online,Concert,No
1043,Adam Smith,Female,25,Ghana,1043,11/8/2014,4,Deluxe,966.7920179,869.0682572,No,Online Travel Agency,3,Other,1,2,4188.000003,6.511,Event Special,Bahamas Luxury,2,Competitive,Third-party,Festival,No
1044,Breanna Meyers,Male,37,Ghana,1044,11/9/2014,3,Suite,1061.658994,717.9566416,No,Online Travel Agency,5,Event,2,1,3026.280588,5.111,None,Luxury Stay,4,Competitive,Online,None,Yes
1045,Cynthia Adams,Male,56,Nigeria,1045,11/10/2014,7,Single,500,960.425121,No,Walk-In,3,Event,3,2,1765.962216,5.08,None,Oxford Road,4,Budget,Online,Festival,No
1046,Thomas Griffin,Male,19,Egypt,1046,11/11/2014,7,Single,1234.641983,762.50399,No,Online Travel Agency,2,Leisure,3,4,2263.079899,5.579,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,None,No
1047,Morgan Moore,Male,61,Ghana,1047,11/12/2014,10,Single,1171.722009,801.4696479,No,Online Travel Agency,3,Business,2,2,2149.678255,7.759,Event Special,Blue Roof Hotel,3,Premium,Agent,Conference,No
1048,Joel Munoz,Male,58,Algeria,1048,11/13/2014,3,Double,500,577.9981824,Yes,Phone,4,Business,1,1,3381.649651,9.772,Seasonal Discount,Bahamas Luxury,3,Premium,Third-party,None,No
1049,Ethan Watson,Male,22,Egypt,1049,11/14/2014,1,Single,775.8849919,651.0484245,No,Event,4,Leisure,2,1,3259.731519,9.764,Event Special,Oxford Road,5,Competitive,Direct,Conference,No
1050,Michael Deleon,Male,33,Zimbabwe,1050,11/15/2014,7,Double,1175.46322,714.0472984,Yes,Direct,2,Other,1,1,1813.857579,7.434,Loyalty Offer,Bahamas Luxury,2,Budget,Online,Sports Event,Yes
1051,Stephen Stevenson,Male,39,South Africa,1051,11/16/2014,4,Suite,1021.504131,742.6779162,Yes,Online Travel Agency,1,Leisure,2,1,4230.458963,7.47,None,Blue Roof Hotel,2,Premium,Agent,Concert,No
1052,Charlene Orozco,Male,37,Nigeria,1052,11/17/2014,14,Deluxe,1462.462967,804.7768552,Yes,Direct,1,Other,1,4,972.0847016,5.178,None,Luxury Stay,2,Competitive,Agent,Concert,No
1053,April Russell,Male,46,Egypt,1053,11/18/2014,1,Deluxe,981.9300129,728.2115346,No,Event,3,Other,3,4,4031.65651,5.136,Event Special,Luxury Stay,1,Premium,Agent,Concert,No
1054,Theresa Hughes,Female,51,South Africa,1054,11/19/2014,3,Suite,1153.744908,368.3626301,No,Event,4,Event,2,2,2303.420273,5.641,None,Blue Roof Hotel,1,Budget,Direct,None,No
1055,Karen Wyatt,Male,28,Algeria,1055,11/20/2014,1,Double,1651.65826,1069.089298,No,Walk-In,3,Other,4,1,4323.245675,5.51,None,Oxford Road,5,Budget,Third-party,None,No
1056,Patrick Cisneros,Male,42,South Africa,1056,11/21/2014,2,Double,996.5281955,686.0195342,No,Walk-In,5,Leisure,1,3,4082.234764,7.753,None,Bahamas Luxury,4,Premium,Agent,None,No
1057,Emily King,Male,43,Kenya,1057,11/22/2014,5,Deluxe,1669.593953,506.5587314,No,Walk-In,1,Event,3,2,2981.50045,7.182,Loyalty Offer,Luxury Stay,1,Budget,Agent,Concert,Yes
1058,Kayla Miller,Male,25,Tanzania,1058,11/23/2014,1,Suite,1304.690957,446.7820624,No,Online Travel Agency,1,Leisure,1,2,1183.036714,5.076,None,Bahamas Luxury,4,Competitive,Third-party,Festival,No
1059,Dean Collins,Male,38,Ghana,1059,11/24/2014,1,Double,1410.656782,391.9173884,Yes,Online Travel Agency,3,Other,3,3,3464.470571,7.95,Seasonal Discount,Blue Roof Hotel,3,Premium,Third-party,Conference,Yes
1060,David Brewer,Male,53,Morocco,1060,11/25/2014,3,Single,814.4901814,1288.244422,Yes,Event,4,Leisure,2,2,3449.956057,8.884,None,Bahamas Luxury,2,Premium,Third-party,Concert,No
1061,Dana Blackwell,Male,41,Ghana,1061,11/26/2014,7,Suite,884.8366999,1142.426966,No,Phone,3,Leisure,3,4,3156.189598,7.9,Loyalty Offer,Luxury Stay,1,Competitive,Agent,Festival,No
1062,Dean Patterson,Male,32,Egypt,1062,11/27/2014,4,Suite,1696.703341,899.8506879,Yes,Event,4,Leisure,1,2,1762.469839,5.003,Loyalty Offer,Bahamas Luxury,3,Competitive,Online,None,No
1063,Emily Obrien,Female,33,Nigeria,1063,11/28/2014,7,Single,1329.97575,807.9334184,No,Walk-In,4,Event,1,2,3252.310632,8.231,Loyalty Offer,Oxford Road,3,Premium,Online,None,No
1064,Stephanie Wallace,Male,22,Nigeria,1064,11/29/2014,1,Suite,993.0166084,1248.677626,No,Walk-In,4,Event,2,3,1488.226211,9.843,Event Special,Oxford Road,1,Premium,Agent,Conference,No
1065,William Murphy,Female,61,Egypt,1065,11/30/2014,2,Single,500,506.9529689,No,Direct,3,Business,2,1,3518.053924,9.459,None,Bahamas Luxury,4,Competitive,Agent,None,Yes
1066,Ashley Roberts,Male,54,Nigeria,1066,12/1/2014,3,Double,1946.421449,545.1348042,Yes,Walk-In,2,Event,1,4,2967.95015,9.522,Event Special,Blue Roof Hotel,2,Competitive,Third-party,Concert,Yes
1067,Jason Clark,Female,48,Nigeria,1067,12/2/2014,14,Double,1189.435689,706.4409151,No,Phone,5,Business,2,3,815.6624801,9.813,Event Special,Luxury Stay,2,Premium,Online,Conference,No
1068,Alyssa Mccarty,Male,50,Zimbabwe,1068,12/3/2014,4,Single,1702.02977,1577.619247,No,Direct,3,Leisure,1,1,2819.902351,8.983,None,Bahamas Luxury,4,Premium,Direct,None,No
1069,Brittany Smith,Male,57,Algeria,1069,12/4/2014,14,Single,1609.152337,1221.690891,No,Direct,4,Other,2,4,1837.391578,6.812,None,Bahamas Luxury,2,Premium,Online,Sports Event,Yes
1070,Thomas Mcintosh,Male,60,Nigeria,1070,12/5/2014,1,Suite,862.3367285,788.542702,No,Phone,3,Other,2,3,2827.646657,9.928,Event Special,Bahamas Luxury,2,Competitive,Third-party,Festival,No
1071,Natasha Myers,Male,39,Nigeria,1071,12/6/2014,10,Deluxe,828.7523406,1079.663131,Yes,Phone,5,Event,1,4,3092.712967,7.593,None,Blue Roof Hotel,4,Premium,Direct,Sports Event,No
1072,Carrie Orr,Male,69,Zimbabwe,1072,12/7/2014,5,Double,818.06817,640.9459354,No,Phone,3,Business,1,4,3148.627365,7.609,Event Special,Luxury Stay,4,Competitive,Direct,Sports Event,No
1073,Tiffany Allen,Male,19,South Africa,1073,12/8/2014,5,Double,1118.493074,951.3685386,Yes,Online Travel Agency,1,Event,2,2,1039.735146,5.992,Seasonal Discount,Oxford Road,3,Premium,Direct,Festival,No
1074,Ricky Andersen,Male,68,Nigeria,1074,12/9/2014,10,Single,1140.142781,605.4948799,No,Phone,2,Leisure,1,2,1650.562715,7.681,Loyalty Offer,Blue Roof Hotel,1,Premium,Online,Sports Event,No
1075,Gavin White,Female,41,Ghana,1075,12/10/2014,5,Double,1451.605661,1116.026687,No,Phone,1,Leisure,2,2,3748.149835,6.411,Seasonal Discount,Oxford Road,2,Premium,Direct,Conference,No
1076,Anthony Bradley,Male,18,Nigeria,1076,12/11/2014,14,Single,1578.095782,988.1228139,No,Event,1,Leisure,2,4,1110.460735,6.357,Loyalty Offer,Oxford Road,3,Budget,Third-party,Concert,Yes
1077,Douglas Blair,Male,32,South Africa,1077,12/12/2014,14,Single,1785.204087,1373.645143,No,Direct,3,Event,1,3,3930.047372,9.302,Event Special,Bahamas Luxury,4,Premium,Online,Conference,Yes
1078,Yvonne Morrison,Male,45,Zimbabwe,1078,12/13/2014,3,Single,896.2273815,845.5509442,No,Phone,5,Business,2,4,3510.858796,9.78,Event Special,Oxford Road,1,Budget,Agent,None,No
1079,Travis Sutton,Male,70,Ghana,1079,12/14/2014,14,Double,1183.693661,726.8647769,Yes,Online Travel Agency,5,Leisure,2,2,1055.905193,8.388,Loyalty Offer,Luxury Stay,5,Premium,Direct,Festival,No
1080,Peter Camacho,Female,31,Morocco,1080,12/15/2014,5,Suite,1422.841989,1277.564856,No,Event,4,Event,1,1,2583.568434,6.943,None,Luxury Stay,1,Premium,Agent,Festival,Yes
1081,Richard Lyons,Female,55,Egypt,1081,12/16/2014,4,Double,2434.891734,585.7065567,Yes,Phone,1,Business,1,3,1559.818674,6.523,None,Luxury Stay,5,Premium,Third-party,Conference,No
1082,Stephanie Moore,Male,70,Tanzania,1082,12/17/2014,3,Suite,702.2043778,593.9071737,No,Event,2,Event,1,2,1384.163697,9.278,Loyalty Offer,Luxury Stay,4,Budget,Online,None,No
1083,Laura Thomas,Female,52,Nigeria,1083,12/18/2014,2,Suite,840.4166886,1171.670229,No,Direct,1,Other,1,1,2639.180039,8.455,None,Oxford Road,3,Premium,Online,Festival,No
1084,Bobby Young,Male,30,Zimbabwe,1084,12/19/2014,2,Double,866.8951759,583.7695785,Yes,Phone,1,Leisure,3,4,1720.262041,5.887,Loyalty Offer,Oxford Road,4,Premium,Direct,Concert,No
1085,Jennifer Jordan,Male,20,Algeria,1085,12/20/2014,5,Double,1297.367126,914.2926986,Yes,Walk-In,5,Event,1,3,4275.760567,7.42,None,Blue Roof Hotel,2,Competitive,Online,Sports Event,No
1086,Hannah Blake PhD,Male,68,Morocco,1086,12/21/2014,7,Double,500,554.5996743,No,Direct,4,Event,1,1,2048.933983,7.881,None,Bahamas Luxury,3,Premium,Agent,Concert,No
1087,Yolanda Spencer,Male,51,Nigeria,1087,12/22/2014,14,Suite,1459.225142,831.7603383,No,Walk-In,5,Business,2,4,1266.703206,7.596,Loyalty Offer,Blue Roof Hotel,2,Premium,Online,Conference,No
1088,Willie Maddox,Male,32,Ghana,1088,12/23/2014,10,Single,536.3933472,645.2002863,No,Walk-In,3,Other,1,3,1790.381496,6,Seasonal Discount,Luxury Stay,5,Premium,Online,Conference,Yes
1089,Andrew Brown,Female,35,Zimbabwe,1089,12/24/2014,14,Single,1495.15021,678.6995799,No,Direct,3,Business,2,1,1619.810268,6.584,Event Special,Bahamas Luxury,3,Budget,Third-party,Concert,No
1090,Jennifer Hancock,Male,59,Morocco,1090,12/25/2014,10,Suite,1621.588249,1204.266126,No,Online Travel Agency,4,Leisure,5,4,3693.721413,7.814,None,Blue Roof Hotel,1,Competitive,Direct,Conference,No
1091,Kenneth Ellis,Female,62,Kenya,1091,12/26/2014,3,Double,1356.416054,427.2458839,No,Online Travel Agency,1,Business,2,2,1582.242382,8.394,None,Bahamas Luxury,2,Premium,Third-party,None,Yes
1092,Kevin Gonzalez,Female,25,Nigeria,1092,12/27/2014,10,Double,812.3518902,599.7836363,Yes,Walk-In,4,Event,1,3,1471.165574,6.589,None,Oxford Road,4,Competitive,Agent,Concert,No
